programa_id,nombre,categoria,clasificacion,clasificacion_criterio,clasificacion_fuente,clasificado_en
216,AVES PARA POSTURA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
217,JAULA USO PECUARIO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
218,CERCO DE ALAMBRE DE PÚAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
219,PALA FRONTAL ENGANCHE A TRACTOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
220,REHABILITACIÓN OLLA DE AGUA CON GEOMEMBRANA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
221,CERCO PROTECCIÓN PARCELA (MALLA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
222,CAPACITACIÓN PARA SEGURIDAD ALIMENTARIA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
223,SRT: EQUIPAMIENTO Y REHAB. DE SISTEMAS ELECTROMECÁNICOS Y DE ESTRUCTURAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
224,COSECHADOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
225,EQUIPO PARA CONSERVACIÓN DE FORRAJE,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
226,CONTRUCCION DE BORDO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
227,PACAS FORRAJERAS Y/O SUPLEMENTOS PECUARIOS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
228,CONSTRUCCIÓN DE OLLA DE AGUA CON GEOMEMBRANA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
229,DESVARADORA (IMPLEMENTOS FORRAJEROS),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
230,COSECHADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
231,SISTEMA DE COSECHA DE AGUA DE LLUVIA (ÁREA CAPTACIÓN Y DEPÓSITO DE AGUA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
232,TERMO CRIOGÉNICO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
233,REHABILITACIÓN DE MACROTÚNELES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
234,GEOMEMBRANA DE 30X15X4  POR 7 DE PROFUNDIDAD,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
235,"CISTERNA 10,000 LTS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
236,SISTEMA DE BOMBEO SOLAR P/ RIEGO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
237,CONSTRUCCIÓN DE OLLA  PARA ALMACENAMIENTO DE AGUA (INCLUYE GEOMEMBRANA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
238,MOTOCULTOR CON IMPLEMENTOS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
239,CONSTRUCCIÓN DE MICROTÚNELES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
240,APOYO PARA PESCA O ACUACULTURA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
241,MOTOCULTOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
242,DESBROZADORA Y MOLINO DE NIXTAMAL,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
243,MEZCLADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
244,EQUIPAMIENTO DE POZO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
245,MALLAS DE PROTECCIÓN,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
246,SEMILLA GRANOS BÁSICOS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
247,REHABILITACION DE SISTEMA DE RIEGO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
248,REHABILITACIÓN DE PRESA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
249,GEOMEMBRANA PARA BORDO DE 30 METROS CUADRADOS POR 5 METROS DE ALTURA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
250,SEMILLA HORTALIZAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
251,CONSTRUCCIÓN DE BORDO PARCELARIO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
252,ASESORÍA TÉCNICA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
253,SEMBRADORA FERTLIZADORA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
254,REHABILITACIÓN Y DESAZOLVE DE BORDO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
255,GEOMEMBRANA E INSTALACIÓN,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
256,SISTEMA DE COSECHA DE AGUA DE LLUVIA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
257,APOYO POR AFECTACIONES POR PRECIPITACIONES ATÍPICAS,,EMERGENTE,"Regla 20 (CONTINGENCIA|SINIESTR|SEQU[IÍ]A|HELADA|DESASTRE|ATÍPIC|ATIPIC|AFECTACION|AFECTACIÓN): Atiende un evento climatológico o siniestro: gasto reactivo, no de fomento a la productividad.",Criterio de política pública SEDEA confirmado con el área (2026-08-12),2026-08-13 16:24:06.295906+00
258,SISTEMA COSECHA AGUA DE LLUVIA (ÁREA CAPTACIÓN),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
259,ALIMENTO CONCENTRADO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
260,SEMILLA DE GARBANZO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
261,TINACOS PARA USO AGROPECUARIO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
262,GARBANZO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
263,BEBEDEROS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
264,SEMILLA DE PASTO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
265,AGUA PARA USO PECUARIO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
266,"TINACO DE HASTA 10,000 LTS",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
267,ALIMENTO ACUÍCOLA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
268,ALAMBRE DE PÚAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
269,ALEVINES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
270,TINACO DE AL MENOS 5000 LTS P/HUERTO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
271,SEMENTALES BOVINO CON REGISTRO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
272,CERCO ELÉCTRICO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
273,SEMENTAL BOVINO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
274,SEMOVIENTES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
275,TINACO 5000 LTS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
276,"CISTERNA DE 5000 LTS ,MOLINO DE NIXTMAL, ASPERSORA MANUAL",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
277,SISTEMA DE RIEGO POR GOTEO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
278,REMOLQUE PIPA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
279,TINACO 10000 LTS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
280,"DESBROZADORA ,FUMIGADORA PULVERIZADORA",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
281,CARRO MEZCLADOR,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
282,PANELES SOLARES,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
283,LÍNEA DE CONDUCCIÓN DE AGUA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
284,VIENTRES BOVINO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
285,SISTEMA COSECHA AGUA DE LLUVIA (DEPÓSITO DE AGUA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
286,APOYO PARA CERCO DE ALAMBRE DE PÚAS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
287,"TINACO 5000 LTS, MOLINO DE NIXTAMAL, DESBROZADORA",,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
288,COLMENA COMPLETA,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
289,SRT: REHAB. DE SISTEMA DE RIEGO POR GOTEO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
290,RED PARA COSECHA (ACUÍCOLA),,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
291,PROYECTOS ESTRATEGICOS PECUARIOS,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
292,CERCO PARA PROTECCIÓN DE BORDO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
293,PROYECTO ESTRATÉGICO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
294,VIENTRES BOVINO CÁRNICO O DOBLE PROPÓSITO GESTANTE CON REGISTRO,,PRODUCTIVIDAD,"Regla 900 (.*): Regla por defecto: todo lo que no cae en un supuesto emergente se contabiliza como productividad, y se marca con incidencia PROGRAMA_CLASIFICADO_POR_DEFECTO para revisión humana.","Acuerdo de trabajo: catch-all auditable, nunca silencioso",2026-08-13 16:24:06.522473+00
